timesteps,average_return,std
3.333593750000000000e+05,1.961701440995088319e+02,9.514784486488207449e+01
3.346875000000000000e+05,2.363451753378448643e+02,1.021942050418738859e+02
3.360156250000000000e+05,3.135305278727342966e+02,8.514111901793143034e+01
3.373437500000000000e+05,3.168784336075249257e+02,9.677584915034785240e+01
3.386718750000000000e+05,3.083333351591600717e+02,8.615366835961594916e+01
3.400000000000000000e+05,3.199376566588811670e+02,9.285874542390590136e+01
3.413281250000000000e+05,3.386898384539195490e+02,8.393513144769110568e+01
3.426562500000000000e+05,3.437760412412151823e+02,7.719578865701603831e+01
3.439843750000000000e+05,3.504902235751587796e+02,8.878291109435379269e+01
3.453125000000000000e+05,3.338570493538035748e+02,8.802092229781447941e+01
3.466406250000000000e+05,3.617168833457010919e+02,7.619649592752251976e+01
3.479687500000000000e+05,3.879950941228593706e+02,8.275442047910746624e+01
3.492968750000000000e+05,4.315618498133142680e+02,8.200640008662729485e+01
3.506250000000000000e+05,4.207517095769708817e+02,6.594710491875936498e+01
3.519531250000000000e+05,4.494495954129674260e+02,6.300212647584769599e+01
3.532812500000000000e+05,4.861135240286960197e+02,6.363434595630443624e+01
3.546093750000000000e+05,5.302134327488616918e+02,7.077086962243546964e+01
3.559375000000000000e+05,4.867059485221104751e+02,6.078739533799836892e+01
3.572656250000000000e+05,5.020411044314842570e+02,6.184100977922216913e+01
3.585937500000000000e+05,5.244533192116765576e+02,5.700463351658420663e+01
3.599218750000000000e+05,5.701429552087320189e+02,4.659689707366047173e+01
3.612500000000000000e+05,5.777254720108544461e+02,5.217278573848621193e+01
3.625781250000000000e+05,5.800001663858446364e+02,3.434911765342641843e+01
3.639062500000000000e+05,5.724520104692187488e+02,4.559364817875210463e+01
3.652343750000000000e+05,6.063329253454270429e+02,4.064436559829773898e+01
3.665625000000000000e+05,6.161997312780149514e+02,3.505198538988114620e+01
3.678906250000000000e+05,6.425320845441083293e+02,3.245851738885156834e+01
3.692187500000000000e+05,6.312721049105110751e+02,3.538933132428940809e+01
3.705468750000000000e+05,6.365966983173028666e+02,2.614471363965002837e+01
3.718750000000000000e+05,6.892449684782268378e+02,3.261236299186168708e+01
